id,name
1001,中森明菜
1002,杏里
1003,岩崎宏美
1004,渡辺真知子
1005,荻野目洋子
1006,松任谷由実
1007,小林明子
1008,太田裕美
1009,Wink
1010,薬師丸ひろ子
1011,松田聖子
1012,原田知世
1013,PRINCESS PRINCESS
1014,鈴木聖美
1015,竹内まりや
1016,葛城ユキ
1017,鈴木聖美 WITH RATS&STAR
